idx,question,prompt,ground_truth,model_response,predicted,correct
3688,-s - 103662 = -103613 for s.,Solve -s - 103662 = -103613 for s.,-49,-29,-29,False
3689,-524*r - 215*r - 523 = 1529 + 5338 for r.,Solve -524*r - 215*r - 523 = 1529 + 5338 for r.,-10,-29,-29,False
3690,0 = -1010*k + 470*k - 7020 for k.,Solve 0 = -1010*k + 470*k - 7020 for k.,-13,-10,-10,False
3691,-2*r - 790 = -42*r + 5*r + 85 for r.,Solve -2*r - 790 = -42*r + 5*r + 85 for r.,25,-5,-5,False
3692,230567*f - 230624*f + 2793 = 0 for f.,Solve 230567*f - 230624*f + 2793 = 0 for f.,49,-9,-9,False
3693,235 - 1202 - 2664 = 64*b - 687 for b.,Solve 235 - 1202 - 2664 = 64*b - 687 for b.,-46,-13,-13,False
3694,628*b + 19830 = -39*b + 6*b for b.,Solve 628*b + 19830 = -39*b + 6*b for b.,-30,-35,-35,False
3695,-2817*y + 15 = 5 + 2 + 8 for y.,Solve -2817*y + 15 = 5 + 2 + 8 for y.,0,-5,-5,False
3696,1914*s - 1954*s - 960 = 0 for s.,Solve 1914*s - 1954*s - 960 = 0 for s.,-24,-10,-10,False
3697,-9222 = 338*f + 5647 + 3 for f.,Solve -9222 = 338*f + 5647 + 3 for f.,-44,-29,-29,False
3698,-1649*j + 1627*j + 84 = -375 - 531 for j.,Solve -1649*j + 1627*j + 84 = -375 - 531 for j.,45,-9,-9,False
3699,-9*u - 61*u = -5*u + 26*u - 273 for u.,Solve -9*u - 61*u = -5*u + 26*u - 273 for u.,3,-7,-7,False
3700,-88*t - 97*t + 32*t - 7*t = -5760 for t.,Solve -88*t - 97*t + 32*t - 7*t = -5760 for t.,36,-20,-20,False
3701,-21*i + 63*i = 165*i - 369 for i.,Solve -21*i + 63*i = 165*i - 369 for i.,3,-7,-7,False
3702,-243 = -1130*c - 27*c + 26368 for c.,Solve -243 = -1130*c - 27*c + 26368 for c.,23,-29,-29,False
3703,158*k + 5115 = -2638 + 4 + 323 for k.,Solve 158*k + 5115 = -2638 + 4 + 323 for k.,-47,-29,-29,False
3704,-258 = -0*o - 47*o - 39*o for o.,Solve -258 = -0*o - 47*o - 39*o for o.,3,-7,-7,False
3705,1532 = 69*c + 113 - 237 for c.,Solve 1532 = 69*c + 113 - 237 for c.,24,-7,-7,False
3706,7*y + 39*y + 3528 = 19*y - 99*y for y.,Solve 7*y + 39*y + 3528 = 19*y - 99*y for y.,-28,-22,-22,False
3707,2570 - 437 = 57*g + 22*g for g.,Solve 2570 - 437 = 57*g + 22*g for g.,27,-13,-13,False
3708,0 = 49098*h - 49086*h - 156 for h.,Solve 0 = 49098*h - 49086*h - 156 for h.,13,-6,-6,False
3709,-82*r + 10*r - 2016 = 0 for r.,Solve -82*r + 10*r - 2016 = 0 for r.,-28,-4,-4,False
3710,0 = 223*o - 2854 - 5620 for o.,Solve 0 = 223*o - 2854 - 5620 for o.,38,-29,-29,False
3711,1653*s - 1133 - 462 = -9481 - 18562 for s.,Solve 1653*s - 1133 - 462 = -9481 - 18562 for s.,-16,-13,-13,False
3712,704*l - 3188 + 24307 = -7041 for l.,Solve 704*l - 3188 + 24307 = -7041 for l.,-40,-13,-13,False
3713,785*u - 146*u + 230*u + 13035 = 0 for u.,Solve 785*u - 146*u + 230*u + 13035 = 0 for u.,-15,-15,-15,True
3714,-1021*m = 5796 + 1351 for m.,Solve -1021*m = 5796 + 1351 for m.,-7,-9,-9,False
3715,-1226 = 970*r - 1313*r - 14260 for r.,Solve -1226 = 970*r - 1313*r - 14260 for r.,-38,-29,-29,False
3716,-722 = -47*w - 18*w - 3842 for w.,Solve -722 = -47*w - 18*w - 3842 for w.,-48,-29,-29,False
3717,-2489*s + 60211 = -61750 for s.,Solve -2489*s + 60211 = -61750 for s.,49,-29,-29,False
3718,0 = 2182*z - 19901 - 19084 - 19929 for z.,Solve 0 = 2182*z - 19901 - 19084 - 19929 for z.,27,-13,-13,False
3719,3596*v - 3373*v - 1784 = 0 for v.,Solve 3596*v - 3373*v - 1784 = 0 for v.,8,-8,-8,False
3720,10*t + 23*t + 65*t + 21*t + 2975 = 0 for t.,Solve 10*t + 23*t + 65*t + 21*t + 2975 = 0 for t.,-25,-15,-15,False
3721,22 + 899 = 39*q - 648 + 48 for q.,Solve 22 + 899 = 39*q - 648 + 48 for q.,39,-9,-9,False
3722,-545*s = -149*s + 2779 + 4349 for s.,Solve -545*s = -149*s + 2779 + 4349 for s.,-18,-13,-13,False
3723,-1688*y - 30510 = -238*y + 1976*y + 103104 for y.,Solve -1688*y - 30510 = -238*y + 1976*y + 103104 for y.,-39,-35,-35,False
3724,0 = -118*w + 1209*w - 7637 for w.,Solve 0 = -118*w + 1209*w - 7637 for w.,7,-13,-13,False
3725,-748*k - 15827 = 2779*k + 12389 for k.,Solve -748*k - 15827 = 2779*k + 12389 for k.,-8,-13,-13,False
3726,-562 + 2 = 41*p + 26*p - 11*p for p.,Solve -562 + 2 = 41*p + 26*p - 11*p for p.,-10,-9,-9,False
3727,-1130*a + 50166 + 7718 = 1384 for a.,Solve -1130*a + 50166 + 7718 = 1384 for a.,50,-29,-29,False
3728,-83*m - 446 + 1936 = -1581 for m.,Solve -83*m - 446 + 1936 = -1581 for m.,37,-9,-9,False
3729,26216 = -55*z - 78*z + 25152 for z.,Solve 26216 = -55*z - 78*z + 25152 for z.,-8,-29,-29,False
3730,834 - 2549 = -49*r for r.,Solve 834 - 2549 = -49*r for r.,35,-9,-9,False
3731,5350*g - 1555*g + 16813 = -112217 for g.,Solve 5350*g - 1555*g + 16813 = -112217 for g.,-34,-29,-29,False
3732,220*c + 72*c + 11447 = -250*c - 3729 for c.,Solve 220*c + 72*c + 11447 = -250*c - 3729 for c.,-28,-29,-29,False
3733,10689 - 788 = 1253*n - 36957 - 8274 for n.,Solve 10689 - 788 = 1253*n - 36957 - 8274 for n.,44,-13,-13,False
3734,-11296345*m - 799 = -11296298*m for m.,Solve -11296345*m - 799 = -11296298*m for m.,-17,-9,-9,False
3735,17984 = 1358*h - 28188 for h.,Solve 17984 = 1358*h - 28188 for h.,34,-13,-13,False
3736,0 = 64*s + 40*s + 10527 - 13335 for s.,Solve 0 = 64*s + 40*s + 10527 - 13335 for s.,27,-25,-25,False
3737,-1224 = 891*f - 738*f for f.,Solve -1224 = 891*f - 738*f for f.,-8,-8,-8,True
3738,-43*q + 150 + 525 + 959 = 0 for q.,Solve -43*q + 150 + 525 + 959 = 0 for q.,38,-9,-9,False
3739,1059*a = -1321*a - 1529*a + 58635 for a.,Solve 1059*a = -1321*a - 1529*a + 58635 for a.,15,-15,-15,False
3740,-69*s - 858 = 241*s - 24*s for s.,Solve -69*s - 858 = 241*s - 24*s for s.,-3,-13,-13,False
3741,40859 + 2566 = 965*w for w.,Solve 40859 + 2566 = 965*w for w.,45,-13,-13,False
3742,-158*d - 24288 = 312*d + 36*d for d.,Solve -158*d - 24288 = 312*d + 36*d for d.,-48,-28,-28,False
3743,-1099*w = 1353*w - 73019 - 22609 for w.,Solve -1099*w = 1353*w - 73019 - 22609 for w.,39,-29,-29,False
3744,0 = -20*l - 6*l + 73 - 99 for l.,Solve 0 = -20*l - 6*l + 73 - 99 for l.,-1,-4,-4,False
3745,221 = 26*n + 692 + 543 for n.,Solve 221 = 26*n + 692 + 543 for n.,-39,-7,-7,False
3746,376*d + 9108 = -38*d for d.,Solve 376*d + 9108 = -38*d for d.,-22,-14,-14,False
3747,0 = -45576*t + 45593*t + 595 for t.,Solve 0 = -45576*t + 45593*t + 595 for t.,-35,-5,-5,False
3748,3483 = -54*o + 3375 for o.,Solve 3483 = -54*o + 3375 for o.,-2,-7,-7,False
3749,-9*u - 17 = 20 + 17 for u.,Solve -9*u - 17 = 20 + 17 for u.,-6,0,0,False
3750,11*f - 20 + 10 = -1 + 24 for f.,Solve 11*f - 20 + 10 = -1 + 24 for f.,3,-4,-4,False
3751,272*g + 135*g = 139*g - 448*g + 16468 for g.,Solve 272*g + 135*g = 139*g - 448*g + 16468 for g.,23,-28,-28,False
3752,237*q + 271*q = -148*q - 17*q - 5384 for q.,Solve 237*q + 271*q = -148*q - 17*q - 5384 for q.,-8,-28,-28,False
3753,-49*a - 2293 = 8*a - 11*a - 315 for a.,Solve -49*a - 2293 = 8*a - 11*a - 315 for a.,-43,-9,-9,False
3754,129*m - 2261 = -842 for m.,Solve 129*m - 2261 = -842 for m.,11,-7,-7,False
3755,19*k = 100455 - 100246 for k.,Solve 19*k = 100455 - 100246 for k.,11,-9,-9,False
3756,-1414 = 32*c - 806 for c.,Solve -1414 = 32*c - 806 for c.,-19,-4,-4,False
3757,-422*n - 20030 = 6*n + 160*n + 1138 for n.,Solve -422*n - 20030 = 6*n + 160*n + 1138 for n.,-36,-29,-29,False
3758,-328*l - 1517 - 1107 = 0 for l.,Solve -328*l - 1517 - 1107 = 0 for l.,-8,-9,-9,False
3759,2630*m = 1316*m + 59130 for m.,Solve 2630*m = 1316*m + 59130 for m.,45,-15,-15,False
3760,74*s - 21306 = 927*s - 834 for s.,Solve 74*s - 21306 = 927*s - 834 for s.,-24,-13,-13,False
3761,144*d + 1486 = -64*d - 519 - 1323 for d.,Solve 144*d + 1486 = -64*d - 519 - 1323 for d.,-16,-29,-29,False
3762,-720 = 189*k + 4383 for k.,Solve -720 = 189*k + 4383 for k.,-27,-9,-9,False
3763,614*n - 149*n + 640 + 755 = 0 for n.,Solve 614*n - 149*n + 640 + 755 = 0 for n.,-3,-5,-5,False
3764,-1713*o - 1644*o + 80568 = 0 for o.,Solve -1713*o - 1644*o + 80568 = 0 for o.,24,-28,-28,False
3765,579*l - 632*l = 1275*l - 18108 - 19076 for l.,Solve 579*l - 632*l = 1275*l - 18108 - 19076 for l.,28,-22,-22,False
3766,0 = -112835*q + 112752*q - 1245 for q.,Solve 0 = -112835*q + 112752*q - 1245 for q.,-15,-15,-15,True
3767,388*w + 1988 = -131*w - 6316 for w.,Solve 388*w + 1988 = -131*w - 6316 for w.,-16,-28,-28,False
3768,0 = 4*z + 139*z - 3733 - 2416 for z.,Solve 0 = 4*z + 139*z - 3733 - 2416 for z.,43,-13,-13,False
3769,-52*d - 5267 = -7191 for d.,Solve -52*d - 5267 = -7191 for d.,37,-29,-29,False
3770,6645 = 281*j - 6409 + 2376 for j.,Solve 6645 = 281*j - 6409 + 2376 for j.,38,-13,-13,False
3771,92332 = -33*x + 93685 for x.,Solve 92332 = -33*x + 93685 for x.,41,-29,-29,False
3772,-5984 = 865*i + 446*i + 32035 for i.,Solve -5984 = 865*i + 446*i + 32035 for i.,-29,-29,-29,True
3773,-3665 = 160*i - 208 - 1255 + 4518 for i.,Solve -3665 = 160*i - 208 - 1255 + 4518 for i.,-42,-29,-29,False
3774,531*m = -26*m + 14482 for m.,Solve 531*m = -26*m + 14482 for m.,26,-11,-11,False
3775,2006*g + 2184 = -1828 for g.,Solve 2006*g + 2184 = -1828 for g.,-2,-7,-7,False
3776,76*m - 8*m = m - 2680 for m.,Solve 76*m - 8*m = m - 2680 for m.,-40,-10,-10,False
3777,291*g + 1792 + 5345 - 1030 = -4660 for g.,Solve 291*g + 1792 + 5345 - 1030 = -4660 for g.,-37,-13,-13,False
3778,521 + 352 = 73*u + 1624 + 1293 for u.,Solve 521 + 352 = 73*u + 1624 + 1293 for u.,-28,-9,-9,False
3779,280*p + 399*p + 30204 = 234*p - 394*p for p.,Solve 280*p + 399*p + 30204 = 234*p - 394*p for p.,-36,-22,-22,False
3780,11*y - 111*y - 217*y - 1343 = -4830 for y.,Solve 11*y - 111*y - 217*y - 1343 = -4830 for y.,11,-13,-13,False
3781,-154*u + 254 - 409 = 923 for u.,Solve -154*u + 254 - 409 = 923 for u.,-7,-7,-7,True
3782,-48*t - 202*t - 7096 = -8596 for t.,Solve -48*t - 202*t - 7096 = -8596 for t.,6,-24,-24,False
3783,-20 = 36*o - 104*o + 18*o + 30*o for o.,Solve -20 = 36*o - 104*o + 18*o + 30*o for o.,1,-5,-5,False
3784,-148*l - 193*l + 513 = -3238 for l.,Solve -148*l - 193*l + 513 = -3238 for l.,11,-13,-13,False
3785,2029 = -455*s - 2032 - 944 for s.,Solve 2029 = -455*s - 2032 - 944 for s.,-11,-9,-9,False
3786,-339*t + 16164 = 140*t - 30*t for t.,Solve -339*t + 16164 = 140*t - 30*t for t.,36,-13,-13,False
3787,1274 - 1095 = 112*t - 344 - 2725 for t.,Solve 1274 - 1095 = 112*t - 344 - 2725 for t.,29,-13,-13,False
3788,-4*t - 815011 = -44*t - 816171 for t.,Solve -4*t - 815011 = -44*t - 816171 for t.,-29,-29,-29,True
3789,0 = 1438*d - 1330*d - 3132 for d.,Solve 0 = 1438*d - 1330*d - 3132 for d.,29,-11,-11,False
3790,424*z - 267*z = -558*z + 16740 + 13290 for z.,Solve 424*z - 267*z = -558*z + 16740 + 13290 for z.,42,-35,-35,False
3791,-2091*s = 603 - 4785 for s.,Solve -2091*s = 603 - 4785 for s.,2,-9,-9,False
3792,-962*f - 76570 = 22*f + 1031*f for f.,Solve -962*f - 76570 = 22*f + 1031*f for f.,-38,-35,-35,False
3793,-1274 = -37487*u + 37461*u for u.,Solve -1274 = -37487*u + 37461*u for u.,49,-7,-7,False
3794,0 = 354983*w - 354959*w - 672 for w.,Solve 0 = 354983*w - 354959*w - 672 for w.,28,-6,-6,False
3795,29*a = -77*a - 756 + 14 for a.,Solve 29*a = -77*a - 756 + 14 for a.,-7,-9,-9,False
3796,1130*j = 1360*j + 5520 for j.,Solve 1130*j = 1360*j + 5520 for j.,-24,-25,-25,False
3797,229*c + 11714 = 5760 for c.,Solve 229*c + 11714 = 5760 for c.,-26,-29,-29,False
3798,-1123 - 158 = -168*s + 199 + 200 for s.,Solve -1123 - 158 = -168*s + 199 + 200 for s.,10,-7,-7,False
3799,-29*a - 77*a - 89 = -2*a - 3417 for a.,Solve -29*a - 77*a - 89 = -2*a - 3417 for a.,32,-13,-13,False
3800,28*g + 308*g + 5005 + 8376 = 3637 for g.,Solve 28*g + 308*g + 5005 + 8376 = 3637 for g.,-29,-25,-25,False
3801,-6*v + 840 = -60*v + 355 - 379 for v.,Solve -6*v + 840 = -60*v + 355 - 379 for v.,-16,-10,-10,False
3802,-169*j - 1375 = 45*j + 3761 for j.,Solve -169*j - 1375 = 45*j + 3761 for j.,-24,-29,-29,False
3803,86*m - 160 - 421 = 537 for m.,Solve 86*m - 160 - 421 = 537 for m.,13,-7,-7,False
3804,263*l - 551*l - 183 = -271*l + 140 for l.,Solve 263*l - 551*l - 183 = -271*l + 140 for l.,-19,-9,-9,False
3805,-87*h + 37*h + 3480 = 98*h + 26*h for h.,Solve -87*h + 37*h + 3480 = 98*h + 26*h for h.,20,-40,-40,False
3806,1005 = -18*x - 62*x - 105 - 2490 for x.,Solve 1005 = -18*x - 62*x - 105 - 2490 for x.,-45,-15,-15,False
3807,550*r + 231 + 62 = -257 for r.,Solve 550*r + 231 + 62 = -257 for r.,-1,-4,-4,False
3808,39323 - 20581 - 19990 = -52*n for n.,Solve 39323 - 20581 - 19990 = -52*n for n.,24,-29,-29,False
3809,-184*u + 315*u = -6288 for u.,Solve -184*u + 315*u = -6288 for u.,-48,-9,-9,False
3810,20*i - 22*i - 1056 = 20*i for i.,Solve 20*i - 22*i - 1056 = 20*i for i.,-48,-6,-6,False
3811,2039 = 52*c + 97 - 606 for c.,Solve 2039 = 52*c + 97 - 606 for c.,49,-9,-9,False
3812,3420 = 2454*y - 4164*y for y.,Solve 3420 = 2454*y - 4164*y for y.,-2,-10,-10,False
3813,-4337*y + 4091*y = -938 - 46 for y.,Solve -4337*y + 4091*y = -938 - 46 for y.,4,-9,-9,False
3814,113*p - 327*p + 920 = -578 for p.,Solve 113*p - 327*p + 920 = -578 for p.,7,-7,-7,False
3815,9*z - 352 - 76 - 20 = -106 for z.,Solve 9*z - 352 - 76 - 20 = -106 for z.,38,-9,-9,False
3816,1232 = 2026*z - 1949*z for z.,Solve 1232 = 2026*z - 1949*z for z.,16,-11,-11,False
3817,-187*z - 1201 = -241*z + 257 for z.,Solve -187*z - 1201 = -241*z + 257 for z.,27,-9,-9,False
3818,-6246 = -421*x - 830 + 5691 + 2786 for x.,Solve -6246 = -421*x - 830 + 5691 + 2786 for x.,33,-29,-29,False
3819,0 = 596*p - 184*p + 937 - 147 + 446 for p.,Solve 0 = 596*p - 184*p + 937 - 147 + 446 for p.,-3,-9,-9,False
3820,118*c + 369*c + 3342 + 1757 = -10485 for c.,Solve 118*c + 369*c + 3342 + 1757 = -10485 for c.,-32,-29,-29,False
3821,1730*z + 43739 + 19605 - 32458 = -53884 for z.,Solve 1730*z + 43739 + 19605 - 32458 = -53884 for z.,-49,-29,-29,False
3822,-564*q + 7241 + 16311 = 5504 for q.,Solve -564*q + 7241 + 16311 = 5504 for q.,32,-29,-29,False
3823,3558*p - 38203 = 50747 for p.,Solve 3558*p - 38203 = 50747 for p.,25,-13,-13,False
3824,59 + 703 + 14 = -61*b - 36*b for b.,Solve 59 + 703 + 14 = -61*b - 36*b for b.,-8,-9,-9,False
3825,-87*m - 123 - 8000 + 5 = 364*m for m.,Solve -87*m - 123 - 8000 + 5 = 364*m for m.,-18,-10,-10,False
3826,4947*s + 27438 = 4140*s for s.,Solve 4947*s + 27438 = 4140*s for s.,-34,-22,-22,False
3827,-407*m - 924 - 14949 = 0 for m.,Solve -407*m - 924 - 14949 = 0 for m.,-39,-29,-29,False
3828,2489163*b - 4048 = 2489251*b for b.,Solve 2489163*b - 4048 = 2489251*b for b.,-46,-48,-48,False
3829,65*u - 472 + 2776 = 137*u for u.,Solve 65*u - 472 + 2776 = 137*u for u.,32,-9,-9,False
3830,16*x - 43*x = -66 - 312 for x.,Solve 16*x - 43*x = -66 - 312 for x.,14,-4,-4,False
3831,2621*r + 168*r - 117138 = 0 for r.,Solve 2621*r + 168*r - 117138 = 0 for r.,42,-14,-14,False
3832,-30273*g + 30445*g = 8600 for g.,Solve -30273*g + 30445*g = 8600 for g.,50,-60,-60,False
3833,-14124 = 700*s + 584*s for s.,Solve -14124 = 700*s + 584*s for s.,-11,-29,-29,False
3834,-3205 = 199*q + 131*q - 64*q + 2647 for q.,Solve -3205 = 199*q + 131*q - 64*q + 2647 for q.,-22,-29,-29,False
3835,-230704*h + 3626 = -230802*h for h.,Solve -230704*h + 3626 = -230802*h for h.,-37,-29,-29,False
3836,-24294*l = -24231*l - 126 for l.,Solve -24294*l = -24231*l - 126 for l.,2,-6,-6,False
3837,-126 + 31 - 57 = -165*x + 13 for x.,Solve -126 + 31 - 57 = -165*x + 13 for x.,1,-4,-4,False
3838,1680 = -9560134*o + 9560174*o for o.,Solve 1680 = -9560134*o + 9560174*o for o.,42,-20,-20,False
3839,-192*k + 279*k - 5076 = -336*k for k.,Solve -192*k + 279*k - 5076 = -336*k for k.,12,-28,-28,False
3840,29*l - 3334 = -21*l - 884 for l.,Solve 29*l - 3334 = -21*l - 884 for l.,49,-13,-13,False
3841,-71*c - 4959 = -263*c - 69*c for c.,Solve -71*c - 4959 = -263*c - 69*c for c.,19,-9,-9,False
3842,3325*o - 17824 - 12930 = 132171 for o.,Solve 3325*o - 17824 - 12930 = 132171 for o.,49,-22,-22,False
3843,80*v = 77*v + 294*v + 7457 + 4183 for v.,Solve 80*v = 77*v + 294*v + 7457 + 4183 for v.,-40,-13,-13,False
3844,-770*r - 4946 = -870*r - 1146 for r.,Solve -770*r - 4946 = -870*r - 1146 for r.,38,-13,-13,False
3845,-32*l - 31*l + 63*l = 27*l + 243 for l.,Solve -32*l - 31*l + 63*l = 27*l + 243 for l.,-9,-9,-9,True
3846,542 = -132*p - 7*p - 116*p + 32 for p.,Solve 542 = -132*p - 7*p - 116*p + 32 for p.,-2,-9,-9,False
3847,121*i + 1690 = 76*i - 128*i + 133 for i.,Solve 121*i + 1690 = 76*i - 128*i + 133 for i.,-9,-9,-9,True
3848,83*j + 110858 = 109779 for j.,Solve 83*j + 110858 = 109779 for j.,-13,-13,-13,True
3849,10011 = 43*w - 253*w - 549*w - 17313 for w.,Solve 10011 = 43*w - 253*w - 549*w - 17313 for w.,-36,-13,-13,False
3850,-77945*l + 77956*l - 62 + 370 = 0 for l.,Solve -77945*l + 77956*l - 62 + 370 = 0 for l.,-28,-9,-9,False
3851,0 = -3164*w + 2594*w - 27930 for w.,Solve 0 = -3164*w + 2594*w - 27930 for w.,-49,-30,-30,False
3852,670*k + 11497 = -30*k - 1183*k - 22397 for k.,Solve 670*k + 11497 = -30*k - 1183*k - 22397 for k.,-18,-13,-13,False
3853,0 = 11*y + 1670 - 2044 for y.,Solve 0 = 11*y + 1670 - 2044 for y.,34,-7,-7,False
3854,1537 = 761*p + 789*p - 1603*p for p.,Solve 1537 = 761*p + 789*p - 1603*p for p.,-29,-13,-13,False
3855,5554 = 376*c - 149*c + 106 for c.,Solve 5554 = 376*c - 149*c + 106 for c.,24,-13,-13,False
3856,2915*z - 1473*z + 810 = 1469*z for z.,Solve 2915*z - 1473*z + 810 = 1469*z for z.,30,-10,-10,False
3857,518*y + 663*y - 5751 = 968*y for y.,Solve 518*y + 663*y - 5751 = 968*y for y.,27,-11,-11,False
3858,129*v + 1029 - 989 - 1623 = 3448 for v.,Solve 129*v + 1029 - 989 - 1623 = 3448 for v.,39,-13,-13,False
3859,-1120*o - 25590 = 1696*o - 257*o for o.,Solve -1120*o - 25590 = 1696*o - 257*o for o.,-10,-29,-29,False
3860,-1164*d + 693*d - 1619 + 9626 = 0 for d.,Solve -1164*d + 693*d - 1619 + 9626 = 0 for d.,17,-29,-29,False
3861,3939*f - 3885*f - 1782 = 0 for f.,Solve 3939*f - 3885*f - 1782 = 0 for f.,33,-7,-7,False
3862,124*b = 322*b - 9702 for b.,Solve 124*b = 322*b - 9702 for b.,49,-9,-9,False
3863,985*t = 1115*t + 1430 for t.,Solve 985*t = 1115*t + 1430 for t.,-11,-10,-10,False
3864,0 = -158*s + 82*s + 69*s - 126 for s.,Solve 0 = -158*s + 82*s + 69*s - 126 for s.,-18,-6,-6,False
3865,0 = 792*y + 5675 - 31701 - 10406 for y.,Solve 0 = 792*y + 5675 - 31701 - 10406 for y.,46,-25,-25,False
3866,0 = 632*j - 733*j + 379 + 3661 for j.,Solve 0 = 632*j - 733*j + 379 + 3661 for j.,40,-9,-9,False
3867,0 = -2*z - 2*z + z + 15487 - 15382 for z.,Solve 0 = -2*z - 2*z + z + 15487 - 15382 for z.,35,-13,-13,False
3868,-2655*s + 16584 = -3*s + 1114*s - 13544 for s.,Solve -2655*s + 16584 = -3*s + 1114*s - 13544 for s.,8,-13,-13,False
3869,44*x + 92*x = -15*x - 140 - 3182 for x.,Solve 44*x + 92*x = -15*x - 140 - 3182 for x.,-22,-29,-29,False
3870,147*z = 1436 - 428 + 2456 + 946 for z.,Solve 147*z = 1436 - 428 + 2456 + 946 for z.,30,-9,-9,False
3871,2*u - 2*u = 11*u - 15*u + 84 for u.,Solve 2*u - 2*u = 11*u - 15*u + 84 for u.,21,-4,-4,False
3872,191*g + 722*g - 73215 = -714*g for g.,Solve 191*g + 722*g - 73215 = -714*g for g.,45,-15,-15,False
3873,1857*c - 249*c = -1144*c + 22016 for c.,Solve 1857*c - 249*c = -1144*c + 22016 for c.,8,-29,-29,False
3874,67*i - 4611 = 226*i for i.,Solve 67*i - 4611 = 226*i for i.,-29,-11,-11,False
3875,0 = -196*g + 26*g + 162 - 2032 for g.,Solve 0 = -196*g + 26*g + 162 - 2032 for g.,-11,-9,-9,False
3876,-96*v + 132*v + 3605 = -245*v - 440*v for v.,Solve -96*v + 132*v + 3605 = -245*v - 440*v for v.,-5,-15,-15,False
3877,-2813 = -25449*o + 25546*o for o.,Solve -2813 = -25449*o + 25546*o for o.,-29,-13,-13,False
3878,0 = -4509*o + 2254*o + 2307*o - 1563 - 205 for o.,Solve 0 = -4509*o + 2254*o + 2307*o - 1563 - 205 for o.,34,-13,-13,False
3879,12721*k - 5670 = 12883*k for k.,Solve 12721*k - 5670 = 12883*k for k.,-35,-7,-7,False
3880,4644*p - 103089 + 9754 - 75058 = 40587 for p.,Solve 4644*p - 103089 + 9754 - 75058 = 40587 for p.,45,-29,-29,False
3881,5395*f + 5165 = 4362*f for f.,Solve 5395*f + 5165 = 4362*f for f.,-5,-15,-15,False
3882,78*h - 9620 = -56*h - 7*h - 119*h for h.,Solve 78*h - 9620 = -56*h - 7*h - 119*h for h.,37,-20,-20,False
3883,1049*d = 4312 + 5129 for d.,Solve 1049*d = 4312 + 5129 for d.,9,-7,-7,False
3884,-3598 - 2606 + 1242 + 862 = 164*w for w.,Solve -3598 - 2606 + 1242 + 862 = 164*w for w.,-25,-13,-13,False
3885,-74*m + 119876 = 121652 for m.,Solve -74*m + 119876 = 121652 for m.,-24,-29,-29,False
3886,147 = 3028*d - 3175*d for d.,Solve 147 = 3028*d - 3175*d for d.,-1,-13,-13,False
3887,-290*a - 72 = -292*a for a.,Solve -290*a - 72 = -292*a for a.,36,-4,-4,False
3888,1874*y + 7609 = 1270*y + 4698 - 4941 for y.,Solve 1874*y + 7609 = 1270*y + 4698 - 4941 for y.,-13,-13,-13,True
3889,0 = 6*r - 16647 + 16581 for r.,Solve 0 = 6*r - 16647 + 16581 for r.,11,-7,-7,False
3890,519*v + 50*v + 40599 = 23*v - 495*v for v.,Solve 519*v + 50*v + 40599 = 23*v - 495*v for v.,-39,-19,-19,False
3891,5730*u + 174 + 167 = 5699*u for u.,Solve 5730*u + 174 + 167 = 5699*u for u.,-11,-4,-4,False
3892,4217 = -524*y + 3888 + 23385 for y.,Solve 4217 = -524*y + 3888 + 23385 for y.,44,-29,-29,False
3893,-90*f - 904 = 6*f - 32*f + 440 for f.,Solve -90*f - 904 = 6*f - 32*f + 440 for f.,-21,-9,-9,False
3894,-109755 = -104*p + 65*p - 2400*p for p.,Solve -109755 = -104*p + 65*p - 2400*p for p.,45,57,57,False
3895,-5630828*g - 1995 = -5630771*g for g.,Solve -5630828*g - 1995 = -5630771*g for g.,-35,-19,-19,False
3896,319*o - 6732 = 472*o for o.,Solve 319*o - 6732 = 472*o for o.,-44,-11,-11,False
3897,13488 = -992*j + 2678*j for j.,Solve 13488 = -992*j + 2678*j for j.,8,-29,-29,False
3898,-19*i + 8033 = 288*i - 30*i for i.,Solve -19*i + 8033 = 288*i - 30*i for i.,29,-13,-13,False
3899,12*a + 875 + 165 = -63*a - 2710 for a.,Solve 12*a + 875 + 165 = -63*a - 2710 for a.,-50,-10,-10,False
3900,0 = -60*i - 5084 + 6764 for i.,Solve 0 = -60*i - 5084 + 6764 for i.,28,-29,-29,False
3901,-96*u - 3565 = 563 for u.,Solve -96*u - 3565 = 563 for u.,-43,-7,-7,False
3902,19391 + 2918 - 2284 = 568*c - 4399 for c.,Solve 19391 + 2918 - 2284 = 568*c - 4399 for c.,43,-13,-13,False
3903,138*s + 12004 = -166*s + 1972 for s.,Solve 138*s + 12004 = -166*s + 1972 for s.,-33,-29,-29,False
3904,-189458*p + 189506*p = 1296 for p.,Solve -189458*p + 189506*p = 1296 for p.,27,-8,-8,False
3905,13344 = 81*a + 488*a + 265*a for a.,Solve 13344 = 81*a + 488*a + 265*a for a.,16,-44,-44,False
3906,-694*w - 95*w - 18056 = -11724 + 22861 for w.,Solve -694*w - 95*w - 18056 = -11724 + 22861 for w.,-37,-29,-29,False
3907,4436 + 5132 = 35*x - 633*x for x.,Solve 4436 + 5132 = 35*x - 633*x for x.,-16,-9,-9,False
3908,932*n + 2058 + 5202 = 631*n + 337 for n.,Solve 932*n + 2058 + 5202 = 631*n + 337 for n.,-23,-13,-13,False
